log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model
8.847078559146937,0.7545454545454545,0.7610619469026548,0.7553050397877984,0.7818181818181819,1,MinMaxScaler,,TSNE,LogisticRegression
12.779113474323355,0.6454545454545455,0.6829268292682927,0.6402459288800265,0.65625,2,MinMaxScaler,,TSNE,LogisticRegression
10.157756864205743,0.7181818181818181,0.693069306930693,0.7194220430107526,0.660377358490566,3,MinMaxScaler,,TSNE,LogisticRegression
8.847078559146937,0.7545454545454545,0.7692307692307694,0.7533156498673741,0.7627118644067796,4,MinMaxScaler,,TSNE,LogisticRegression
9.50241771167634,0.7363636363636363,0.7339449541284403,0.7442288390766143,0.6666666666666666,5,MinMaxScaler,,TSNE,LogisticRegression
12.779113474323358,0.6454545454545455,0.6666666666666667,0.646202743392439,0.6964285714285714,6,MinMaxScaler,,TSNE,LogisticRegression
11.140765592999847,0.6909090909090909,0.66,0.6883333333333335,0.66,7,MinMaxScaler,,TSNE,LogisticRegression
9.174748135411638,0.7454545454545455,0.7777777777777778,0.7397214854111406,0.7205882352941176,8,MinMaxScaler,,TSNE,LogisticRegression
8.928244417487734,0.7522935779816514,0.7567567567567567,0.7542258282623394,0.7924528301886793,9,MinMaxScaler,,TSNE,LogisticRegression
8.597568698321522,0.7614678899082569,0.7719298245614036,0.7705084745762711,0.6875,10,MinMaxScaler,,TSNE,LogisticRegression
