log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model,features_selections,ID
8.191739406617534,0.7727272727272727,0.7863247863247863,0.771551724137931,0.7796610169491526,1,StandardScaler,,UMAP,LogisticRegression,LogisticRegressionCV,0
10.157756864205744,0.7181818181818181,0.7633587786259541,0.7080425390495181,0.6944444444444444,2,StandardScaler,,UMAP,LogisticRegression,LogisticRegressionCV,0
9.174748135411638,0.7454545454545455,0.7454545454545455,0.7577284946236559,0.6612903225806451,3,StandardScaler,,UMAP,LogisticRegression,LogisticRegressionCV,0
7.20873067782343,0.8,0.8225806451612904,0.7954244031830239,0.7727272727272727,4,StandardScaler,,UMAP,LogisticRegression,LogisticRegressionCV,0
8.191739406617534,0.7727272727272727,0.782608695652174,0.7870525259284042,0.6818181818181818,5,StandardScaler,,UMAP,LogisticRegression,LogisticRegressionCV,0
9.830087287941044,0.7272727272727273,0.7692307692307692,0.7159585145533625,0.7246376811594203,6,StandardScaler,,UMAP,LogisticRegression,LogisticRegressionCV,0
9.50241771167634,0.7363636363636363,0.743362831858407,0.745,0.6666666666666666,7,StandardScaler,,UMAP,LogisticRegression,LogisticRegressionCV,0
9.174748135411638,0.7454545454545455,0.7812500000000001,0.7387267904509285,0.7142857142857143,8,StandardScaler,,UMAP,LogisticRegression,LogisticRegressionCV,0
8.928244417487734,0.7522935779816514,0.7567567567567567,0.7542258282623394,0.7924528301886793,9,StandardScaler,,UMAP,LogisticRegression,LogisticRegressionCV,0
8.928244417487734,0.7522935779816514,0.7652173913043478,0.7620338983050847,0.676923076923077,10,StandardScaler,,UMAP,LogisticRegression,LogisticRegressionCV,0
