log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model
20.315513728411478,0.43636363636363634,0.0,0.46153846153846156,0.0,1,RobustScaler,,LLE,LogisticRegression
21.626192033470282,0.4,0.0,0.43137254901960786,0.0,2,RobustScaler,,LLE,LogisticRegression
20.970852880940885,0.41818181818181815,0.5789473684210527,0.4744623655913978,0.4230769230769231,3,RobustScaler,,LLE,LogisticRegression
19.98784415214678,0.44545454545454544,0.0,0.47115384615384615,0.0,4,RobustScaler,,LLE,LogisticRegression
19.66017457588208,0.45454545454545453,0.6202531645569621,0.5081967213114754,0.44954128440366975,5,RobustScaler,,LLE,LogisticRegression
19.98784415214678,0.44545454545454544,0.0,0.5,0.0,6,RobustScaler,,LLE,LogisticRegression
17.36648754202917,0.5181818181818182,0.6442953020134228,0.5549999999999999,0.48484848484848486,7,RobustScaler,,LLE,LogisticRegression
17.69415711829388,0.509090909090909,0.12903225806451613,0.5344827586206896,1.0,8,RobustScaler,,LLE,LogisticRegression
21.824597464970008,0.3944954128440367,0.05714285714285715,0.41920216362407037,0.16666666666666666,9,RobustScaler,,LLE,LogisticRegression
19.840543149972742,0.44954128440366975,0.6052631578947368,0.48542372881355933,0.45098039215686275,10,RobustScaler,,LLE,LogisticRegression
