log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model,features_selections,ID
8.519408982882235,0.7636363636363637,0.75,0.7688992042440319,0.8478260869565217,1,StandardScaler,,MDS,LogisticRegression,LogisticRegressionCV,0
7.864069830352833,0.7818181818181819,0.7894736842105264,0.7833167165171153,0.8181818181818182,2,StandardScaler,,MDS,LogisticRegression,LogisticRegressionCV,0
10.485426440470448,0.7090909090909091,0.6444444444444444,0.6972446236559139,0.6904761904761905,3,StandardScaler,,MDS,LogisticRegression,LogisticRegressionCV,0
7.8640698303528325,0.7818181818181819,0.7931034482758621,0.7811671087533156,0.7931034482758621,4,StandardScaler,,MDS,LogisticRegression,LogisticRegressionCV,0
7.536400254088131,0.7909090909090909,0.7526881720430106,0.7833723653395785,0.7954545454545454,5,StandardScaler,,MDS,LogisticRegression,LogisticRegressionCV,0
9.830087287941042,0.7272727272727273,0.7413793103448276,0.7300100368016059,0.7818181818181819,6,StandardScaler,,MDS,LogisticRegression,LogisticRegressionCV,0
10.157756864205744,0.7181818181818181,0.6666666666666666,0.7100000000000002,0.7209302325581395,7,StandardScaler,,MDS,LogisticRegression,LogisticRegressionCV,0
10.485426440470444,0.7090909090909091,0.719298245614035,0.7092175066312997,0.7321428571428571,8,StandardScaler,,MDS,LogisticRegression,LogisticRegressionCV,0
8.928244417487734,0.7522935779816514,0.7476635514018692,0.7565922920892495,0.8163265306122449,9,StandardScaler,,MDS,LogisticRegression,LogisticRegressionCV,0
8.26689297915531,0.7706422018348624,0.7572815533980584,0.7713559322033898,0.7358490566037735,10,StandardScaler,,MDS,LogisticRegression,LogisticRegressionCV,0
