log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model,features_selections,ID
19.66017457588208,0.45454545454545453,0.0625,0.4787798408488064,0.3333333333333333,1,StandardScaler,,LLE,LogisticRegression,LogisticRegressionCV,0
19.33250499961738,0.4636363636363636,0.0,0.5,0.0,2,StandardScaler,,LLE,LogisticRegression,LogisticRegressionCV,0
19.33250499961738,0.4636363636363636,0.6143790849673202,0.5218413978494624,0.44761904761904764,3,StandardScaler,,LLE,LogisticRegression,LogisticRegressionCV,0
19.66017457588208,0.45454545454545453,0.0,0.4807692307692308,0.0,4,StandardScaler,,LLE,LogisticRegression,LogisticRegressionCV,0
19.98784415214678,0.44545454545454544,0.6163522012578617,0.5,0.44545454545454544,5,StandardScaler,,LLE,LogisticRegression,LogisticRegressionCV,0
19.33250499961738,0.4636363636363636,0.06349206349206349,0.5163934426229508,1.0,6,StandardScaler,,LLE,LogisticRegression,LogisticRegressionCV,0
18.021826694558573,0.5,0.6451612903225806,0.5416666666666667,0.47619047619047616,7,StandardScaler,,LLE,LogisticRegression,LogisticRegressionCV,0
19.00483542335268,0.4727272727272727,0.03333333333333333,0.49900530503978774,0.5,8,StandardScaler,,LLE,LogisticRegression,LogisticRegressionCV,0
19.50986743080653,0.45871559633027525,0.06349206349206349,0.4878296146044625,0.4,9,StandardScaler,,LLE,LogisticRegression,LogisticRegressionCV,0
18.84851599247411,0.47706422018348627,0.6369426751592356,0.5169491525423728,0.4672897196261682,10,StandardScaler,,LLE,LogisticRegression,LogisticRegressionCV,0
