log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model
14.089791779382159,0.6090909090909091,0.6446280991735537,0.6054376657824934,0.6190476190476191,1,MinMaxScaler,,LLE,LogisticRegression
14.089791779382159,0.6090909090909091,0.5981308411214954,0.6143236955799268,0.6666666666666666,2,MinMaxScaler,,LLE,LogisticRegression
16.71114838949977,0.5363636363636364,0.6382978723404255,0.5816532258064516,0.4838709677419355,3,MinMaxScaler,,LLE,LogisticRegression
16.05580923697037,0.5545454545454546,0.5739130434782609,0.5537135278514589,0.5789473684210527,4,MinMaxScaler,,LLE,LogisticRegression
16.38347881323507,0.5454545454545454,0.6376811594202899,0.5801271328203412,0.4943820224719101,5,MinMaxScaler,,LLE,LogisticRegression
19.987844152146778,0.44545454545454544,0.41904761904761906,0.4558380729340916,0.5,6,MinMaxScaler,,LLE,LogisticRegression
15.400470084440965,0.5727272727272728,0.6466165413533834,0.5966666666666667,0.5180722891566265,7,MinMaxScaler,,LLE,LogisticRegression
14.41746135564686,0.6,0.6206896551724138,0.5988063660477453,0.6206896551724138,8,MinMaxScaler,,LLE,LogisticRegression
17.525813115809257,0.5137614678899083,0.5046728971962617,0.5170723461798512,0.5510204081632653,9,MinMaxScaler,,LLE,LogisticRegression
17.856488834975472,0.5045871559633027,0.5846153846153846,0.5240677966101694,0.475,10,MinMaxScaler,,LLE,LogisticRegression
