log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model,features_selections,ID
8.847078559146937,0.7545454545454545,0.7610619469026548,0.7553050397877984,0.7818181818181819,1,StandardScaler,,TSNE,LogisticRegression,LogisticRegressionCV,0
12.123774321793952,0.6636363636363637,0.704,0.6571950814223995,0.6666666666666666,2,StandardScaler,,TSNE,LogisticRegression,LogisticRegressionCV,0
9.830087287941042,0.7272727272727273,0.7058823529411765,0.7298387096774194,0.6666666666666666,3,StandardScaler,,TSNE,LogisticRegression,LogisticRegressionCV,0
8.519408982882236,0.7636363636363637,0.7796610169491527,0.7619363395225465,0.7666666666666667,4,StandardScaler,,TSNE,LogisticRegression,LogisticRegressionCV,0
9.50241771167634,0.7363636363636363,0.7339449541284403,0.7442288390766143,0.6666666666666666,5,StandardScaler,,TSNE,LogisticRegression,LogisticRegressionCV,0
11.468435169264552,0.6818181818181818,0.7107438016528925,0.6789896286383407,0.7166666666666667,6,StandardScaler,,TSNE,LogisticRegression,LogisticRegressionCV,0
10.485426440470446,0.7090909090909091,0.6862745098039216,0.7083333333333333,0.6730769230769231,7,StandardScaler,,TSNE,LogisticRegression,LogisticRegressionCV,0
9.174748135411638,0.7454545454545455,0.7777777777777778,0.7397214854111406,0.7205882352941176,8,StandardScaler,,TSNE,LogisticRegression,LogisticRegressionCV,0
8.928244417487734,0.7522935779816514,0.7567567567567567,0.7542258282623394,0.7924528301886793,9,StandardScaler,,TSNE,LogisticRegression,LogisticRegressionCV,0
8.597568698321522,0.7614678899082569,0.7719298245614036,0.7705084745762711,0.6875,10,StandardScaler,,TSNE,LogisticRegression,LogisticRegressionCV,0
