log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model
8.191739406617534,0.7727272727272727,0.7747747747747747,0.7745358090185677,0.8113207547169812,1,PolynomialFeatures,,ISOMAP,LogisticRegression
8.191739406617534,0.7727272727272727,0.782608695652174,0.7735127949484878,0.8035714285714286,2,PolynomialFeatures,,ISOMAP,LogisticRegression
11.46843516926455,0.6818181818181818,0.6153846153846155,0.6706989247311829,0.6511627906976745,3,PolynomialFeatures,,ISOMAP,LogisticRegression
8.191739406617534,0.7727272727272727,0.7787610619469026,0.7735411140583555,0.8,4,PolynomialFeatures,,ISOMAP,LogisticRegression
6.553391525294027,0.8181818181818182,0.8076923076923076,0.8220140515222483,0.7636363636363637,5,PolynomialFeatures,,ISOMAP,LogisticRegression
12.123774321793954,0.6636363636363637,0.6837606837606838,0.6646035463365675,0.7142857142857143,6,PolynomialFeatures,,ISOMAP,LogisticRegression
6.225721949029326,0.8272727272727273,0.8080808080808082,0.825,0.8163265306122449,7,PolynomialFeatures,,ISOMAP,LogisticRegression
11.14076559299985,0.6909090909090909,0.6964285714285714,0.6919761273209549,0.7222222222222222,8,PolynomialFeatures,,ISOMAP,LogisticRegression
9.920271574986375,0.7247706422018348,0.6938775510204082,0.7342799188640974,0.85,9,PolynomialFeatures,,ISOMAP,LogisticRegression
8.597568698321522,0.7614678899082569,0.7450980392156863,0.7613559322033898,0.7307692307692307,10,PolynomialFeatures,,ISOMAP,LogisticRegression
