log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model
5.570382796499922,0.8454545454545455,0.8495575221238938,0.8464854111405835,0.8727272727272727,1,RobustScaler,,False,LogisticRegression
5.570382796499923,0.8454545454545455,0.859504132231405,0.8426387504154204,0.8387096774193549,2,RobustScaler,,False,LogisticRegression
9.17474813541164,0.7454545454545455,0.6888888888888889,0.7342069892473118,0.7380952380952381,3,RobustScaler,,False,LogisticRegression
5.570382796499923,0.8454545454545455,0.8547008547008546,0.8444960212201591,0.847457627118644,4,RobustScaler,,False,LogisticRegression
5.570382796499923,0.8454545454545455,0.8316831683168318,0.8466042154566745,0.8076923076923077,5,RobustScaler,,False,LogisticRegression
7.8640698303528325,0.7818181818181819,0.793103448275862,0.7852124456339913,0.8363636363636363,6,RobustScaler,,False,LogisticRegression
4.915043643970521,0.8636363636363636,0.8514851485148515,0.8633333333333333,0.8431372549019608,7,RobustScaler,,False,LogisticRegression
7.536400254088132,0.7909090909090909,0.8034188034188032,0.789787798408488,0.7966101694915254,8,RobustScaler,,False,LogisticRegression
6.6135143833242465,0.8165137614678899,0.8181818181818181,0.8193035835023665,0.8653846153846154,9,RobustScaler,,False,LogisticRegression
7.274865821656673,0.7981651376146789,0.7924528301886793,0.8013559322033897,0.75,10,RobustScaler,,False,LogisticRegression
