log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model
5.898052372764625,0.8363636363636363,0.8392857142857144,0.8378647214854111,0.8703703703703703,1,MinMaxScaler,,PCA,LogisticRegression
5.570382796499923,0.8454545454545455,0.859504132231405,0.8426387504154204,0.8387096774193549,2,MinMaxScaler,,PCA,LogisticRegression
8.847078559146937,0.7545454545454545,0.7032967032967034,0.7446236559139783,0.7441860465116279,3,MinMaxScaler,,PCA,LogisticRegression
5.242713220235222,0.8545454545454545,0.864406779661017,0.8531167108753316,0.85,4,MinMaxScaler,,PCA,LogisticRegression
5.242713220235222,0.8545454545454545,0.84,0.8548009367681499,0.8235294117647058,5,MinMaxScaler,,PCA,LogisticRegression
7.536400254088131,0.7909090909090909,0.8034188034188035,0.7934091669454667,0.8392857142857143,6,MinMaxScaler,,PCA,LogisticRegression
5.242713220235222,0.8545454545454545,0.8399999999999999,0.8533333333333333,0.84,7,MinMaxScaler,,PCA,LogisticRegression
7.536400254088131,0.7909090909090909,0.8034188034188032,0.789787798408488,0.7966101694915254,8,MinMaxScaler,,PCA,LogisticRegression
7.274865821656673,0.7981651376146789,0.7962962962962963,0.8020622041920217,0.86,9,MinMaxScaler,,PCA,LogisticRegression
7.274865821656673,0.7981651376146789,0.7924528301886793,0.8013559322033897,0.75,10,MinMaxScaler,,PCA,LogisticRegression
